path,status
src/Armada.Core/Models/CaptainChatMetrics.cs,equal_normalized_text
src/Armada.Core/Models/CaptainChatRequest.cs,equal_normalized_text
src/Armada.Core/Models/CaptainChatResponse.cs,equal_normalized_text
src/Armada.Core/Models/CaptainHealthDecision.cs,fork_only
src/Armada.Core/Models/CaptainLogResponse.cs,equal_normalized_text
src/Armada.Core/Models/CaptainOptions.cs,fork_only
src/Armada.Core/Models/CaptainToolAccessResult.cs,equal_normalized_text
src/Armada.Core/Models/CaptainToolServerSummary.cs,equal_normalized_text
src/Armada.Core/Models/CaptainToolSummary.cs,equal_normalized_text
src/Armada.Core/Models/CheckRun.cs,diverged
src/Armada.Core/Models/CheckRunArtifact.cs,equal_normalized_text
src/Armada.Core/Models/CheckRunCoverageMetric.cs,equal_normalized_text
src/Armada.Core/Models/CheckRunCoverageSummary.cs,equal_normalized_text
src/Armada.Core/Models/CheckRunImportRequest.cs,equal_normalized_text
src/Armada.Core/Models/CheckRunQuery.cs,equal_normalized_text
src/Armada.Core/Models/CheckRunRequest.cs,equal_normalized_text
src/Armada.Core/Models/CheckRunSummaryView.cs,fork_only
src/Armada.Core/Models/CheckRunTestSummary.cs,equal_normalized_text
src/Armada.Core/Models/ClaudeCodeSettings.cs,equal_normalized_text
src/Armada.Core/Models/CodeGraphAffectedTestCandidate.cs,fork_only
src/Armada.Core/Models/CodeGraphAffectedTestsRequest.cs,fork_only
src/Armada.Core/Models/CodeGraphAffectedTestsResponse.cs,fork_only
src/Armada.Core/Models/CodeGraphEdgeKindEnum.cs,fork_only
src/Armada.Core/Models/CodeGraphEdgeRecord.cs,fork_only
src/Armada.Core/Models/CodeGraphExploreModels.cs,fork_only
src/Armada.Core/Models/CodeGraphImpactRequest.cs,fork_only
src/Armada.Core/Models/CodeGraphImpactResponse.cs,fork_only
src/Armada.Core/Models/CodeGraphImpactResult.cs,fork_only
src/Armada.Core/Models/CodeGraphNeighborResult.cs,fork_only
src/Armada.Core/Models/CodeGraphNeighborsRequest.cs,fork_only
src/Armada.Core/Models/CodeGraphNeighborsResponse.cs,fork_only
src/Armada.Core/Models/CodeGraphSymbolKindEnum.cs,fork_only
src/Armada.Core/Models/CodeGraphSymbolRecord.cs,fork_only
src/Armada.Core/Models/CodeGraphSymbolSearchRequest.cs,fork_only
src/Armada.Core/Models/CodeGraphSymbolSearchResponse.cs,fork_only
src/Armada.Core/Models/CodeGraphSymbolSearchResult.cs,fork_only
src/Armada.Core/Models/CodeGraphTraversalDirectionEnum.cs,fork_only
src/Armada.Core/Models/CodeIndexRecord.cs,fork_only
src/Armada.Core/Models/CodeIndexStaleVessel.cs,fork_only
src/Armada.Core/Models/CodeIndexStalenessSummary.cs,fork_only
src/Armada.Core/Models/CodeIndexStatus.cs,fork_only
src/Armada.Core/Models/CodeSearchRequest.cs,fork_only
src/Armada.Core/Models/CodeSearchResponse.cs,fork_only
src/Armada.Core/Models/CodeSearchResult.cs,fork_only
src/Armada.Core/Models/ConsumerDeclaration.cs,fork_only
src/Armada.Core/Models/ContextPackRequest.cs,fork_only
src/Armada.Core/Models/ContextPackResponse.cs,fork_only
src/Armada.Core/Models/ContextPackUsageSummary.cs,fork_only
src/Armada.Core/Models/CoordinationClaim.cs,fork_only
src/Armada.Core/Models/CoordinationLease.cs,equal_normalized_text
src/Armada.Core/Models/CoordinationMessage.cs,fork_only
src/Armada.Core/Models/CoordinationMessagePostRequest.cs,fork_only
src/Armada.Core/Models/CoordinationParticipant.cs,fork_only
src/Armada.Core/Models/CoordinationPresenceRequest.cs,fork_only
src/Armada.Core/Models/CoordinationRoom.cs,fork_only
src/Armada.Core/Models/CoordinationRoomCreateRequest.cs,fork_only
src/Armada.Core/Models/Credential.cs,equal_normalized_text
src/Armada.Core/Models/DeferredFact.cs,fork_only
src/Armada.Core/Models/DefinitionOfDoneResult.cs,fork_only
src/Armada.Core/Models/DeleteCaptainResponse.cs,equal_normalized_text
src/Armada.Core/Models/DeleteFleetResponse.cs,equal_normalized_text
src/Armada.Core/Models/DeleteMissionResponse.cs,equal_normalized_text
src/Armada.Core/Models/DeleteMultipleRequest.cs,equal_normalized_text
src/Armada.Core/Models/DeleteMultipleResult.cs,equal_normalized_text
src/Armada.Core/Models/DeleteMultipleSkipped.cs,equal_normalized_text
src/Armada.Core/Models/DeleteVesselResponse.cs,equal_normalized_text
src/Armada.Core/Models/Deployment.cs,equal_normalized_text
src/Armada.Core/Models/DeploymentEnvironment.cs,equal_normalized_text
src/Armada.Core/Models/DeploymentEnvironmentQuery.cs,equal_normalized_text
src/Armada.Core/Models/DeploymentEnvironmentUpsertRequest.cs,equal_normalized_text
src/Armada.Core/Models/DeploymentQuery.cs,equal_normalized_text
src/Armada.Core/Models/DeploymentUpsertRequest.cs,equal_normalized_text
src/Armada.Core/Models/DeploymentVerificationDefinition.cs,equal_normalized_text
src/Armada.Core/Models/DiagnosticCheck.cs,equal_normalized_text
src/Armada.Core/Models/DiskLifecycleAction.cs,fork_only
src/Armada.Core/Models/DiskLifecycleCategory.cs,fork_only
src/Armada.Core/Models/DiskLifecycleReport.cs,fork_only
src/Armada.Core/Models/Dock.cs,diverged
src/Armada.Core/Models/DockBoundaryFinding.cs,fork_only
src/Armada.Core/Models/DockBoundaryScanResult.cs,fork_only
src/Armada.Core/Models/EnumerationQuery.cs,diverged
src/Armada.Core/Models/EnumerationResult.cs,equal_normalized_text
src/Armada.Core/Models/EnumerationScope.cs,upstream_only
src/Armada.Core/Models/FileSignatureRecord.cs,fork_only
src/Armada.Core/Models/Fleet.cs,diverged
src/Armada.Core/Models/FleetCodeSearchRequest.cs,fork_only
src/Armada.Core/Models/FleetCodeSearchResponse.cs,fork_only
src/Armada.Core/Models/FleetContextPackRequest.cs,fork_only
src/Armada.Core/Models/FleetContextPackResponse.cs,fork_only
src/Armada.Core/Models/FleetDetailResponse.cs,equal_normalized_text
src/Armada.Core/Models/FleetReconciliationSnapshot.cs,fork_only
src/Armada.Core/Models/GitAnchorCommit.cs,fork_only
src/Armada.Core/Models/GitAnchorFileHistory.cs,fork_only
src/Armada.Core/Models/GitAnchorPriorArt.cs,fork_only
src/Armada.Core/Models/GitAnchors.cs,fork_only
src/Armada.Core/Models/GitAnchorsSnapshot.cs,upstream_only
src/Armada.Core/Models/GitHubActionsSyncRequest.cs,equal_normalized_text
src/Armada.Core/Models/GitHubActionsSyncResult.cs,equal_normalized_text
src/Armada.Core/Models/GitHubObjectiveImportRequest.cs,equal_normalized_text
src/Armada.Core/Models/GitHubPullRequestDetail.cs,equal_normalized_text
src/Armada.Core/Models/Harbor.cs,upstream_only
src/Armada.Core/Models/HarborCapability.cs,upstream_only
src/Armada.Core/Models/HarborProbeRequest.cs,upstream_only
src/Armada.Core/Models/HealthPorts.cs,equal_normalized_text
src/Armada.Core/Models/HealthResponse.cs,equal_normalized_text
src/Armada.Core/Models/HistoricalTimelineEntry.cs,equal_normalized_text
src/Armada.Core/Models/HistoricalTimelineQuery.cs,equal_normalized_text
src/Armada.Core/Models/InboxItem.cs,equal_normalized_text
src/Armada.Core/Models/Incident.cs,diverged
src/Armada.Core/Models/IncidentQuery.cs,diverged
src/Armada.Core/Models/IncidentUpsertRequest.cs,diverged
src/Armada.Core/Models/Job.cs,equal_normalized_text
src/Armada.Core/Models/JudgeFollowUp.cs,fork_only
src/Armada.Core/Models/LandingJob.cs,fork_only
src/Armada.Core/Models/LandingPreviewIssue.cs,equal_normalized_text
src/Armada.Core/Models/LandingPreviewResult.cs,equal_normalized_text
src/Armada.Core/Models/LeadCycleEventPayload.cs,fork_only
src/Armada.Core/Models/LeadCycleStartResult.cs,fork_only
src/Armada.Core/Models/LeadCycleStatus.cs,fork_only
src/Armada.Core/Models/LeadModeEventPayload.cs,fork_only
src/Armada.Core/Models/McpServerEntry.cs,equal_normalized_text
src/Armada.Core/Models/Memory.cs,upstream_only
src/Armada.Core/Models/MergeEntry.cs,diverged
src/Armada.Core/Models/MergeFailureClassification.cs,fork_only
src/Armada.Core/Models/MergeFailureContext.cs,fork_only
src/Armada.Core/Models/MergeQueuePurgeResult.cs,equal_normalized_text
src/Armada.Core/Models/MergeQueuePurgeSkipped.cs,equal_normalized_text
src/Armada.Core/Models/Mission.cs,diverged
src/Armada.Core/Models/MissionCreateResponse.cs,equal_normalized_text
src/Armada.Core/Models/MissionDescription.cs,diverged
src/Armada.Core/Models/MissionDiffResponse.cs,equal_normalized_text
src/Armada.Core/Models/MissionHistoryBucket.cs,equal_normalized_text
src/Armada.Core/Models/MissionHistoryPoint.cs,equal_normalized_text
src/Armada.Core/Models/MissionHistoryQuery.cs,equal_normalized_text
src/Armada.Core/Models/MissionHistorySummaryResult.cs,equal_normalized_text
src/Armada.Core/Models/MissionLogResponse.cs,equal_normalized_text
src/Armada.Core/Models/MissionOutputArtifactPage.cs,fork_only
src/Armada.Core/Models/MissionPlaybookSnapshot.cs,equal_normalized_text
src/Armada.Core/Models/MissionReviewDecisionRequest.cs,diverged
src/Armada.Core/Models/MissionSummary.cs,diverged
src/Armada.Core/Models/ModelEndpoint.cs,upstream_only
src/Armada.Core/Models/ModelEndpointHealthRecord.cs,upstream_only
src/Armada.Core/Models/ModelEndpointHealthSweepResponse.cs,upstream_only
src/Armada.Core/Models/ModelEndpointProbeResult.cs,upstream_only
src/Armada.Core/Models/MuxCaptainOptions.cs,equal_normalized_text
src/Armada.Core/Models/MuxEndpointInfo.cs,diverged
src/Armada.Core/Models/MuxEndpointListResult.cs,diverged
src/Armada.Core/Models/MuxEndpointShowResult.cs,diverged
src/Armada.Core/Models/MuxProbeResult.cs,diverged
src/Armada.Core/Models/Objective.cs,diverged
src/Armada.Core/Models/ObjectiveDependencyAnalysis.cs,fork_only
src/Armada.Core/Models/ObjectiveDependencyChain.cs,fork_only
src/Armada.Core/Models/ObjectiveDependencyEdge.cs,fork_only
src/Armada.Core/Models/ObjectiveDependencyNode.cs,fork_only
src/Armada.Core/Models/ObjectiveDispatchCheck.cs,fork_only
src/Armada.Core/Models/ObjectiveDispatchMissionRef.cs,fork_only
src/Armada.Core/Models/ObjectiveDispatchPreview.cs,fork_only
